job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,y,date,id_,age_iterative,euribor3m_iterative,income,kidhome,teenhome,dt_customer,num_web_visits_month,i_d
blue-collar,married,basic,no,no,no,cellular,273,5,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2018-08-06,9c580136-aeef-4285-b701-ac5aa881d6e0,49.0,3.785391223335167,129708,1,2,2013-06-16,18,9c580136-aeef-4285-b701-ac5aa881d6e0
blue-collar,married,high.school,no,no,no,cellular,11,4,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2017-06-19,4500fa67-73fd-4f51-a8db-cb9462898917,51.0,3.8211138157440754,57420,2,0,2013-11-22,1,4500fa67-73fd-4f51-a8db-cb9462898917
management,married,basic,no,no,no,cellular,189,2,999,1,failure,-0.1,93.2,-42.0,5195.8,no,2018-06-29,ba55cb1e-ebb0-4d8b-b35e-4225da04a9bd,55.0,3.8925590005618913,59144,2,0,2013-12-17,29,ba55cb1e-ebb0-4d8b-b35e-4225da04a9bd
admin,married,university.degree,no,no,no,cellular,61,7,999,1,failure,-0.1,93.2,-42.0,5195.8,no,2019-06-02,6ac25869-f820-412a-9e65-732a35f67f9a,48.0,3.767529927130713,28409,2,0,2013-10-29,12,6ac25869-f820-412a-9e65-732a35f67f9a
management,married,university.degree,no,yes,no,telephone,10,7,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2019-09-10,d0ce43b7-6200-4048-b6a2-ce0621248849,39.0,4.021,40576,0,1,2013-07-11,12,d0ce43b7-6200-4048-b6a2-ce0621248849
technician,married,university.degree,no,yes,no,telephone,10,3,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2019-01-17,acaa1391-bce1-48cf-bc07-13c40d8ea713,40.0,4.021,96557,1,2,2013-12-30,1,acaa1391-bce1-48cf-bc07-13c40d8ea713
management,married,university.degree,no,yes,no,cellular,280,2,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2017-11-13,163d234c-898b-4422-b34f-686c918ba8d2,55.0,4.021,107048,1,2,2013-02-14,32,163d234c-898b-4422-b34f-686c918ba8d2
self-employed,married,professional.course,no,no,no,telephone,47,4,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2016-01-06,558a48cd-0ede-4151-9608-8eccb2eabcdf,39.0,4.021,135126,1,0,2013-04-17,5,558a48cd-0ede-4151-9608-8eccb2eabcdf
admin,married,unknown,no,no,no,cellular,34,2,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2019-04-01,82c4cba0-3b50-4cad-a3c3-173a78386c99,37.0,4.021,165406,1,1,2013-09-18,9,82c4cba0-3b50-4cad-a3c3-173a78386c99
technician,married,university.degree,no,yes,yes,cellular,38,2,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2015-05-01,c1ea4696-9fd9-401d-8cbd-6c3cac03c942,41.0,4.021,98034,0,1,2013-11-25,31,c1ea4696-9fd9-401d-8cbd-6c3cac03c942
admin,married,high.school,no,no,no,cellular,219,2,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2017-06-19,01e8ee74-9a43-48e2-9145-8fd567708ae3,32.0,4.021,91457,2,0,2013-12-29,18,01e8ee74-9a43-48e2-9145-8fd567708ae3
admin,married,university.degree,no,no,no,telephone,205,3,999,1,failure,-0.1,93.2,-42.0,5195.8,no,2017-06-19,03cf65d2-fdb1-4067-93fe-37f101626d62,34.0,3.517471780268356,70111,0,1,2013-10-29,31,03cf65d2-fdb1-4067-93fe-37f101626d62
blue-collar,single,basic,no,no,no,cellular,643,3,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2018-07-29,52d8224c-7fdf-4941-b0f2-512747818c5d,41.0,4.021,85220,1,1,2013-09-26,10,52d8224c-7fdf-4941-b0f2-512747818c5d
technician,married,professional.course,no,yes,yes,telephone,49,1,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2019-05-21,178cdd8b-9d63-48b7-8b2c-9a88c6bdb183,38.0,3.901,83472,2,2,2013-10-18,6,178cdd8b-9d63-48b7-8b2c-9a88c6bdb183
unemployed,single,high.school,no,no,yes,telephone,114,1,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2019-11-24,6d36a427-1b8a-45a0-895a-e346e42fd887,32.0,3.879,169637,2,1,2013-04-28,15,6d36a427-1b8a-45a0-895a-e346e42fd887
entrepreneur,single,professional.course,no,yes,no,telephone,8,1,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2016-04-18,12d5f0d5-89d0-4d4c-8a79-27f5cd45c3b1,46.0,3.879,56776,2,2,2013-07-14,26,12d5f0d5-89d0-4d4c-8a79-27f5cd45c3b1
admin,single,high.school,no,yes,no,telephone,24,1,999,0,nonexistent,-0.1,93.2,-42.0,5195.8,no,2017-08-14,4c12afe6-261f-41e4-81e2-47bf98e4d949,27.0,3.853,51441,0,1,2013-05-10,16,4c12afe6-261f-41e4-81e2-47bf98e4d949
admin,single,high.school,no,yes,no,telephone,36,1,999,0,nonexistent,-0.2,92.756,-45.9,5176.3,no,2016-06-27,8e26af84-68c6-4c7a-9444-d5e8bc65336e,31.0,3.4638878916549936,35126,0,0,2013-09-12,10,8e26af84-68c6-4c7a-9444-d5e8bc65336e
housemaid,married,basic,no,yes,no,telephone,11,1,999,1,failure,-0.2,92.756,-45.9,5176.3,no,2017-03-10,0b95c3ed-9945-48b5-a70a-4103efe40db7,39.0,3.743,75418,0,2,2013-04-23,22,0b95c3ed-9945-48b5-a70a-4103efe40db7
technician,divorced,professional.course,no,no,yes,cellular,18,1,999,0,nonexistent,-0.2,92.756,-45.9,5176.3,no,2017-06-19,c27b91b3-abb5-4d33-86f9-810a6d675f60,41.0,3.6425008536995342,137366,2,0,2013-12-30,12,c27b91b3-abb5-4d33-86f9-810a6d675f60
admin,married,high.school,no,yes,no,telephone,12,1,999,0,nonexistent,-0.2,92.756,-45.9,5176.3,no,2017-07-12,e9b58b7d-da1c-4c5c-8ec9-eb4e0e30e5fb,39.49141816599087,3.563,118358,0,1,2013-07-16,23,e9b58b7d-da1c-4c5c-8ec9-eb4e0e30e5fb
admin,married,high.school,no,yes,yes,telephone,291,1,999,0,nonexistent,-0.2,92.756,-45.9,5176.3,no,2019-07-03,ee0d79a7-c18e-42c7-b16a-eb6564fd6c04,48.0,3.767529927130713,103375,1,0,2013-09-26,15,ee0d79a7-c18e-42c7-b16a-eb6564fd6c04
blue-collar,married,basic,no,yes,yes,telephone,170,1,999,0,nonexistent,-0.2,92.756,-45.9,5176.3,no,2017-06-19,c8b33ab0-aef4-40cd-bb98-9760a1268e07,51.0,3.488,75957,0,2,2013-02-25,20,c8b33ab0-aef4-40cd-bb98-9760a1268e07
technician,married,professional.course,no,yes,no,telephone,183,1,999,0,nonexistent,-0.2,92.756,-45.9,5176.3,no,2018-01-02,106fca8c-6f70-4d5d-a345-fdc1735e2bd1,39.0,3.428,39152,1,1,2013-05-27,4,106fca8c-6f70-4d5d-a345-fdc1735e2bd1
blue-collar,married,high.school,no,yes,no,cellular,234,1,999,0,nonexistent,-0.2,92.756,-45.9,5176.3,no,2019-02-10,f97e7621-4f39-408b-815a-364ce29848ee,36.0,3.329,54145,0,0,2013-01-25,5,f97e7621-4f39-408b-815a-364ce29848ee
unemployed,divorced,professional.course,no,no,no,telephone,136,1,999,0,nonexistent,-0.2,92.756,-45.9,5176.3,no,2018-11-03,7cb53b7a-652b-4b98-a535-d372750caed1,55.0,3.282,130607,0,1,2013-06-19,30,7cb53b7a-652b-4b98-a535-d372750caed1
blue-collar,married,basic,no,yes,yes,telephone,119,1,999,0,nonexistent,-0.2,92.756,-45.9,5176.3,yes,2018-11-15,bbf6f8ff-c894-4e41-8bb3-1bac5c5f2c26,44.0,3.053,16943,1,2,2013-08-27,26,bbf6f8ff-c894-4e41-8bb3-1bac5c5f2c26
student,single,basic,no,yes,no,cellular,712,4,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2017-08-15,0d77bbed-e583-4360-9a4b-cc2b867c1dea,26.0,1.811,17939,0,0,2013-06-05,19,0d77bbed-e583-4360-9a4b-cc2b867c1dea
admin,single,university.degree,no,yes,no,cellular,111,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2018-02-02,d915069e-ee6e-4958-846c-7231e0349909,38.0,1.811,98589,1,2,2013-09-04,5,d915069e-ee6e-4958-846c-7231e0349909
student,single,basic,no,no,no,cellular,42,4,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-11-30,e6b18402-f212-4d94-b5db-943e12d6a5c4,26.0,1.811,34888,2,2,2013-07-20,31,e6b18402-f212-4d94-b5db-943e12d6a5c4
student,single,basic,no,yes,no,telephone,169,4,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2018-06-05,067acb4c-552d-4ded-8a66-41a2632ca17c,39.52402690163146,3.616138060999768,52289,0,2,2013-08-26,26,067acb4c-552d-4ded-8a66-41a2632ca17c
management,married,university.degree,no,yes,no,telephone,213,7,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2019-09-10,530aee82-da78-4b0b-a567-0d187c2f2161,30.0,1.811,154212,0,2,2013-09-28,12,530aee82-da78-4b0b-a567-0d187c2f2161
student,single,basic,no,yes,yes,cellular,78,4,999,1,failure,-1.8,92.843,-50.0,5099.1,no,2018-08-29,14a85c3d-7536-4ded-896e-00696545692c,26.0,1.811,161042,1,0,2013-01-10,1,14a85c3d-7536-4ded-896e-00696545692c
technician,single,university.degree,no,yes,no,cellular,76,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-06-19,b219b9c1-9414-4381-91ec-f39d914c176d,28.0,1.811,28770,2,1,2013-03-06,14,b219b9c1-9414-4381-91ec-f39d914c176d
admin,married,university.degree,no,yes,no,cellular,378,4,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2016-03-06,1dd3d97b-7ad1-4a29-8a08-7b50f377b454,35.0,1.811,52602,0,0,2013-05-27,17,1dd3d97b-7ad1-4a29-8a08-7b50f377b454
management,married,university.degree,no,no,no,cellular,116,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2015-07-02,b1b74c01-5a69-45c7-a2ea-d09f3ea56613,30.0,1.811,49945,1,2,2013-02-23,8,b1b74c01-5a69-45c7-a2ea-d09f3ea56613
admin,married,basic,no,no,no,telephone,139,5,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2016-06-04,f5f4807c-0762-4c8b-8477-ed4921ad097d,48.0,1.811,47661,0,0,2013-05-22,11,f5f4807c-0762-4c8b-8477-ed4921ad097d
admin,married,university.degree,no,yes,no,cellular,154,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2016-02-01,b4acdf6d-dfb7-4b55-a8cd-c2b37a6ceb69,26.0,1.811,43690,0,1,2013-01-05,21,b4acdf6d-dfb7-4b55-a8cd-c2b37a6ceb69
technician,single,university.degree,no,no,no,cellular,142,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2018-03-12,0686dd4a-04a9-41e2-8b17-2a5cb112412b,28.0,1.811,20016,0,2,2013-06-11,10,0686dd4a-04a9-41e2-8b17-2a5cb112412b
admin,single,university.degree,no,yes,no,cellular,145,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-06-19,392d6cd5-a309-4738-b573-0719803cc49c,31.0,3.4638878916549936,138011,1,1,2013-01-02,23,392d6cd5-a309-4738-b573-0719803cc49c
admin,single,university.degree,no,yes,no,cellular,69,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-06-19,dcb19cde-3e72-493b-9359-918b77685dae,38.41628387413791,1.811,16019,0,1,2013-11-21,24,dcb19cde-3e72-493b-9359-918b77685dae
blue-collar,single,professional.course,no,no,no,cellular,239,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2019-04-30,7c5a658f-3124-4d27-bd5d-81675c836b34,44.0,1.811,70619,1,0,2013-10-30,5,7c5a658f-3124-4d27-bd5d-81675c836b34
technician,single,university.degree,no,yes,yes,cellular,54,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2018-04-23,dd253e67-3656-4ffc-a015-6950d2fdb2d8,38.41628387413791,1.811,88442,2,1,2013-01-19,7,dd253e67-3656-4ffc-a015-6950d2fdb2d8
management,married,university.degree,no,yes,no,cellular,170,3,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-03-24,8e76c97b-d070-4000-9341-94af5df657b1,30.0,1.811,49827,2,1,2013-12-02,10,8e76c97b-d070-4000-9341-94af5df657b1
admin,married,university.degree,no,yes,no,cellular,175,5,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2017-01-28,f0747bc9-570d-49a8-8267-48be1ee14387,26.0,3.3745814106327234,64838,1,2,2013-10-15,6,f0747bc9-570d-49a8-8267-48be1ee14387
technician,single,university.degree,no,yes,no,cellular,120,3,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2017-06-19,30a9e83c-59d0-434f-9304-d13a7c4928c8,28.0,1.811,162959,2,0,2013-11-12,11,30a9e83c-59d0-434f-9304-d13a7c4928c8
student,single,basic,no,yes,no,cellular,59,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-04-14,abd598e9-1966-4386-9bfc-7a2ae22b2aa4,26.0,3.3745814106327234,136437,1,1,2013-11-04,12,abd598e9-1966-4386-9bfc-7a2ae22b2aa4
technician,single,university.degree,no,no,no,cellular,56,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2015-01-18,f8032d9d-14e2-4264-8348-529fed89a906,28.0,1.811,160716,2,0,2013-08-30,31,f8032d9d-14e2-4264-8348-529fed89a906
student,single,basic,no,yes,no,cellular,1447,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2018-09-15,86c0061d-14a5-4624-81ae-be6ed55d7945,26.0,1.811,39507,1,2,2013-12-28,6,86c0061d-14a5-4624-81ae-be6ed55d7945
admin,married,university.degree,no,yes,no,cellular,76,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-10-16,1ca3e540-4146-4f52-b1c6-1a9b4dcfc07b,26.0,1.811,105039,2,2,2013-03-06,5,1ca3e540-4146-4f52-b1c6-1a9b4dcfc07b
retired,divorced,basic,no,yes,no,cellular,187,3,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2016-03-04,57480a2d-886a-49d2-b9e7-1c5ce0e44dea,38.41628387413791,1.811,115345,1,1,2013-04-06,5,57480a2d-886a-49d2-b9e7-1c5ce0e44dea
technician,single,university.degree,no,yes,no,cellular,131,12,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-06-19,88b8b46a-4d5f-4cc3-a609-4cc29acf6a4e,28.0,1.811,35295,0,2,2013-07-13,28,88b8b46a-4d5f-4cc3-a609-4cc29acf6a4e
admin,married,university.degree,no,yes,no,cellular,136,6,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-04-12,194912da-4d46-493d-be53-33fb8029cfae,61.0,1.811,49766,1,2,2013-11-02,30,194912da-4d46-493d-be53-33fb8029cfae
student,single,basic,no,no,yes,cellular,889,4,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-05-25,2b8ed4e3-fd28-44cd-8216-499221a1823a,26.0,1.811,177372,1,0,2013-01-23,7,2b8ed4e3-fd28-44cd-8216-499221a1823a
admin,married,basic,no,yes,no,telephone,382,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2016-02-15,fbf91632-94f8-4bbf-b445-8d5f13bff495,48.0,1.811,164229,1,0,2013-12-09,5,fbf91632-94f8-4bbf-b445-8d5f13bff495
student,single,basic,no,yes,no,cellular,294,3,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2018-10-03,5e02eccb-573f-4695-bda5-646e6ab8be41,26.0,1.811,124538,1,2,2013-06-04,15,5e02eccb-573f-4695-bda5-646e6ab8be41
management,married,university.degree,no,no,no,telephone,88,3,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2018-11-14,cef14f6a-b0c5-4d3f-a999-3c842077ef7e,30.0,3.44602659545054,95763,1,2,2013-10-03,11,cef14f6a-b0c5-4d3f-a999-3c842077ef7e
admin,single,university.degree,no,no,yes,telephone,39,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2015-03-07,568bcf3c-a47f-4648-a6a2-6dbbc22a585b,31.0,1.811,12193,0,1,2013-08-11,6,568bcf3c-a47f-4648-a6a2-6dbbc22a585b
admin,single,high.school,no,yes,no,cellular,143,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2016-02-28,32cc471d-e4ed-453d-831a-0547ac159e8d,28.0,3.4103040030416314,25312,1,2,2013-05-04,30,32cc471d-e4ed-453d-831a-0547ac159e8d
entrepreneur,married,basic,no,unknown,no,cellular,133,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-07-12,72beb270-3245-4013-84f1-a393ad70b038,42.0,1.799,67216,1,1,2013-11-13,21,72beb270-3245-4013-84f1-a393ad70b038
technician,married,professional.course,no,yes,no,cellular,83,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2016-01-17,4cd267eb-cdf1-4d50-b329-985f7519bd55,66.0,1.799,173128,1,0,2013-07-15,7,4cd267eb-cdf1-4d50-b329-985f7519bd55
unknown,single,basic,no,no,no,cellular,212,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2015-02-22,f9d8f760-b7bf-4ad5-ba28-91868fc230ee,26.0,1.799,69664,1,0,2013-02-08,1,f9d8f760-b7bf-4ad5-ba28-91868fc230ee
management,married,university.degree,no,no,no,cellular,499,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2018-01-17,4526f6c8-b12d-43a8-b91c-f76c07fb8cc8,34.0,3.517471780268356,37075,1,2,2013-01-09,12,4526f6c8-b12d-43a8-b91c-f76c07fb8cc8
admin,married,high.school,no,yes,no,cellular,350,3,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2019-10-15,879f00c9-19fe-491d-b9c9-ae52cc493dcc,35.0,1.799,156736,0,1,2013-09-25,17,879f00c9-19fe-491d-b9c9-ae52cc493dcc
management,married,university.degree,no,yes,no,cellular,225,5,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-09-10,56e5e70f-ef3b-4593-9bb4-2d9bc4f18b55,34.0,3.517471780268356,9235,2,2,2013-10-29,31,56e5e70f-ef3b-4593-9bb4-2d9bc4f18b55
services,single,unknown,no,no,no,cellular,103,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-06-19,7a0be621-af67-4cba-b2e8-57098a0b5e6c,24.0,1.799,37960,1,0,2013-10-12,12,7a0be621-af67-4cba-b2e8-57098a0b5e6c
student,single,basic,no,yes,no,cellular,320,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2016-11-08,5dd4752d-290e-4cdc-b968-5030066428cf,28.0,1.799,8808,1,1,2013-05-15,2,5dd4752d-290e-4cdc-b968-5030066428cf
student,single,basic,no,yes,no,cellular,156,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2018-06-28,26d7bd08-91f9-4281-87e9-5377b4dd64a5,28.0,1.799,167717,2,2,2013-04-01,12,26d7bd08-91f9-4281-87e9-5377b4dd64a5
admin,married,high.school,no,no,no,cellular,168,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2017-07-22,5666501b-c436-4fd5-8de6-e0de6286b880,36.0,1.799,18172,1,1,2013-12-17,6,5666501b-c436-4fd5-8de6-e0de6286b880
blue-collar,married,basic,no,no,no,cellular,180,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2018-06-08,2948480f-3b6a-4de5-b196-b74982af2cb8,38.40891994063207,1.799,88837,2,0,2013-10-01,13,2948480f-3b6a-4de5-b196-b74982af2cb8
services,single,unknown,no,yes,no,cellular,305,13,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2016-07-31,ecf5790c-39ff-4fd4-a510-fd46dbd62015,24.0,1.799,106373,2,2,2013-04-02,8,ecf5790c-39ff-4fd4-a510-fd46dbd62015
student,single,basic,no,yes,no,cellular,96,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2015-01-16,8f6cad11-49b9-48a7-92a3-f8b36915e9d6,38.40891994063207,1.799,16377,2,0,2013-09-30,6,8f6cad11-49b9-48a7-92a3-f8b36915e9d6
technician,married,professional.course,no,no,yes,telephone,92,5,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-06-19,17ae7169-a95b-4741-b1df-cc86c6be9a40,32.0,1.778,86375,0,0,2013-05-27,14,17ae7169-a95b-4741-b1df-cc86c6be9a40
services,married,high.school,no,no,no,cellular,377,6,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2017-04-27,808e6749-3542-40af-a65a-de22dd6b9d1a,41.0,1.778,17754,1,1,2013-04-09,3,808e6749-3542-40af-a65a-de22dd6b9d1a
services,married,high.school,no,no,no,cellular,396,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2017-11-27,b5ec40cf-bb87-4d9a-a506-adafa27bd04e,41.0,1.778,45647,2,2,2013-12-09,9,b5ec40cf-bb87-4d9a-a506-adafa27bd04e
admin,single,university.degree,no,unknown,no,cellular,308,2,999,1,failure,-1.8,92.843,-50.0,5099.1,yes,2017-02-28,4de032ba-11c5-4293-ad0b-4403142455f7,23.0,3.3209975220193613,23216,0,2,2013-06-04,15,4de032ba-11c5-4293-ad0b-4403142455f7
technician,married,professional.course,no,no,no,cellular,66,3,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-07-20,b38d1426-783d-496c-8eae-9d80f7259a2b,38.0,1.757,12812,2,1,2013-04-21,25,b38d1426-783d-496c-8eae-9d80f7259a2b
technician,married,professional.course,no,no,no,cellular,92,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2016-07-23,79fcf1d4-e1f5-418e-afc3-56c4a4c75cf5,38.0,1.757,135087,0,0,2013-07-01,20,79fcf1d4-e1f5-418e-afc3-56c4a4c75cf5
management,married,basic,no,yes,no,cellular,61,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2018-07-21,8799a457-d68b-484e-a95b-6d29fb19a235,44.0,1.757,70541,2,0,2013-11-28,26,8799a457-d68b-484e-a95b-6d29fb19a235
technician,married,professional.course,no,yes,yes,cellular,63,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2015-08-04,f0148865-a80c-41f5-925e-6de85579aca7,38.0,1.757,84164,0,2,2013-03-06,12,f0148865-a80c-41f5-925e-6de85579aca7
admin,divorced,high.school,no,yes,no,cellular,86,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2015-11-03,b1b7707d-aa9b-424d-a5f7-f496b9469826,33.0,1.757,163265,2,2,2013-08-02,1,b1b7707d-aa9b-424d-a5f7-f496b9469826
admin,single,university.degree,no,yes,no,cellular,64,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2015-07-29,565a6057-2ee2-4dbc-9e20-fe40ae270c35,23.0,1.757,91850,2,1,2013-04-06,11,565a6057-2ee2-4dbc-9e20-fe40ae270c35
management,married,basic,no,yes,yes,cellular,218,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2016-11-14,310cc07e-57ea-4d83-b3d7-76933ac28342,39.52402690163146,3.616138060999768,48771,0,2,2013-12-05,25,310cc07e-57ea-4d83-b3d7-76933ac28342
management,married,university.degree,no,yes,no,telephone,181,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2017-05-13,ca7bdffe-e2e2-4df0-968f-be8268c437d7,33.0,1.757,85188,2,1,2013-05-14,26,ca7bdffe-e2e2-4df0-968f-be8268c437d7
management,married,basic,no,yes,no,cellular,53,3,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2017-01-11,2db00b9d-db53-4f96-bb2e-6309a696e2fc,44.0,1.757,149649,0,0,2013-05-24,22,2db00b9d-db53-4f96-bb2e-6309a696e2fc
technician,married,professional.course,no,yes,no,cellular,182,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2017-06-19,e0f2c528-3002-4164-86cc-5b4246421393,38.0,3.588916965086172,145633,1,2,2013-06-11,16,e0f2c528-3002-4164-86cc-5b4246421393
admin,single,university.degree,no,yes,no,cellular,90,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2016-02-28,274c4f7d-35d8-43dc-a330-24fcda433131,23.0,1.757,45596,0,0,2013-08-25,9,274c4f7d-35d8-43dc-a330-24fcda433131
admin,divorced,high.school,no,no,no,cellular,41,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2016-10-08,d95a5eda-5545-4bb2-9bcc-d1dc3c034a74,33.0,1.757,123854,1,0,2013-09-02,31,d95a5eda-5545-4bb2-9bcc-d1dc3c034a74
technician,married,professional.course,no,no,yes,cellular,137,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2015-01-07,ffd669f0-ae89-43e6-884a-9732628170ad,38.0,1.757,109472,2,2,2013-01-22,29,ffd669f0-ae89-43e6-884a-9732628170ad
technician,married,professional.course,no,no,no,cellular,119,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2016-10-30,36b6461a-da6e-49ec-a616-26854e454e3c,38.0,1.757,21619,2,2,2013-02-08,29,36b6461a-da6e-49ec-a616-26854e454e3c
technician,married,professional.course,no,no,no,cellular,106,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2018-10-24,171b04c6-5a00-4fe7-b8a8-dc6f643417ce,38.0,3.588916965086172,43250,2,0,2013-04-14,21,171b04c6-5a00-4fe7-b8a8-dc6f643417ce
technician,married,professional.course,no,no,yes,cellular,196,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2017-06-19,fbf78b6a-4c87-4933-a30f-faf20c4c0326,38.0,3.588916965086172,122079,1,0,2013-04-13,17,fbf78b6a-4c87-4933-a30f-faf20c4c0326
admin,married,high.school,no,no,no,cellular,115,2,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2018-10-28,4054eb2c-7aeb-4893-aba8-aebc3f489388,32.0,1.757,135906,1,1,2013-11-10,30,4054eb2c-7aeb-4893-aba8-aebc3f489388
technician,married,professional.course,no,no,no,cellular,84,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2018-08-12,48381c22-d0eb-4869-bf18-fcc47547b115,38.0,1.757,76012,0,1,2013-12-28,14,48381c22-d0eb-4869-bf18-fcc47547b115
retired,married,university.degree,no,no,yes,cellular,167,9,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,no,2018-09-13,e032249d-dd8c-45de-84f6-f7d596896c0d,39.52402690163146,3.616138060999768,91910,0,2,2013-02-21,4,e032249d-dd8c-45de-84f6-f7d596896c0d
technician,married,professional.course,no,no,yes,cellular,195,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2015-03-14,dddff086-d89c-473b-828a-fe69b018abef,38.0,1.726,65123,2,1,2013-08-09,20,dddff086-d89c-473b-828a-fe69b018abef
technician,single,professional.course,no,no,no,cellular,229,1,999,0,nonexistent,-1.8,92.843,-50.0,5099.1,yes,2019-11-18,2524e3ad-71d3-4810-b0b8-a4cd3a59b49f,34.0,1.726,76777,2,2,2013-05-14,19,2524e3ad-71d3-4810-b0b8-a4cd3a59b49f
